Time(s),AccelX(g),AccelY(g),AccelZ(g),GyroX(deg/s),GyroY(deg/s),GyroZ(deg/s)
7.95,25.4963,8.34657,0.00249369,14325.9,4128.35,0.424074
7.96,25.4963,8.33661,0.00248579,14326.2,4123.03,0.515228
7.97,25.4963,8.32659,0.00241183,14326.4,4117.11,0.761152
7.98,25.4964,8.31656,0.00257412,14326.1,4111.3,0.81307
7.99,25.4963,8.30656,0.00263156,14326.3,4106.06,0.292771
8,25.4963,8.29662,0.00257279,14325.6,4100.04,0.676782
8.01,25.4962,8.2866,0.00249206,14326.3,4094.7,0.391986
8.02,25.4963,8.2766,0.00258764,14326.3,4089.16,0.528097
8.03,25.4964,8.26654,0.0025776,14326.4,4083.57,0.703354
8.04,25.4962,8.2566,0.00242378,14326.2,4078.05,0.650961
8.05,25.4963,8.24656,0.00248348,14326.3,4072.33,0.496527
8.06,25.4962,8.23651,0.00257106,14326.1,4066.47,0.124935
8.07,25.4962,8.22659,0.00249922,14326.6,4060.85,0.530773
8.08,25.4962,8.21656,0.00257531,14326.2,4055.31,0.631863
8.09,25.4962,8.20661,0.0025618,14326.2,4049.81,0.492761
8.1,25.4963,8.19661,0.00257267,14325.9,4044.25,0.318559
8.11,25.4963,8.18652,0.00263419,14326.3,4038.24,0.400147
8.12,25.4963,8.17655,0.00256191,14326.2,4033.21,0.386546
8.13,25.4961,8.16655,0.0025839,14326.1,4027.21,0.41651
8.14,25.4963,8.15652,0.00255029,14326.5,4022.24,0.414033
8.15,25.4963,8.14649,0.00255927,14326.3,4015.87,0.256863
8.16,25.4963,8.13657,0.00259416,14326.4,4010.26,0.654185
8.17,25.4963,8.12656,0.00258763,14326.1,4004.58,0.545272
8.18,25.4963,8.11654,0.00256892,14326,3998.99,0.450338
8.19,25.4963,8.10658,0.00251499,14326.2,3993.61,0.447343
8.2,25.4962,8.09662,0.0026378,14326.1,3987.81,0.740494
8.21,25.4964,8.08666,0.00258345,14326.3,3982.36,0.379715
8.22,25.4962,8.07661,0.00255798,14326.3,3976.48,0.366491
8.23,25.4963,8.06661,0.00257339,14326.3,3971.15,0.514988
8.24,25.4963,8.05662,0.00255662,14326.2,3965.69,0.487571
8.25,25.4964,8.04654,0.00252801,14326.2,3959.77,0.508442
8.26,25.4962,8.03648,0.00256133,14326.6,3954.23,0.37844
8.27,25.4962,8.02654,0.00254455,14326.1,3948.66,0.528941
8.28,25.4962,8.01655,0.00259961,14326.3,3943.21,0.184192
8.29,25.4963,8.00655,0.00252041,14326.1,3937.46,0.259654
8.3,25.4962,7.99661,0.00254559,14326.3,3931.81,0.535666
8.31,25.4962,7.98654,0.00254589,14326,3926.06,0.545859
8.32,25.4962,7.9765,0.00259226,14326.1,3920.49,0.545438
8.33,25.4961,7.96651,0.00255512,14326.1,3914.85,0.44606
8.34,25.4962,7.95658,0.00263583,14326.3,3908.97,0.516152
8.35,25.4963,7.94654,0.00268725,14326,3903.76,0.588625
8.36,25.4963,7.93664,0.00254743,14326.2,3897.9,0.680976
8.37,25.4961,7.92657,0.00262859,14326,3892.33,0.506824
8.38,25.4963,7.91653,0.00246002,14326.1,3886.37,0.323826
8.39,25.4962,7.9065,0.0025375,14326,3881.46,0.522905
8.4,25.4962,7.89652,0.00258958,14326.2,3875.27,0.382851
8.41,25.4963,7.88653,0.00252676,14325.9,3869.84,0.419814
8.42,25.4962,7.87654,0.00249024,14326.4,3864.26,0.639553
8.43,25.4962,7.8666,0.00255943,14326.2,3858.63,0.7106
8.44,25.4962,7.85651,0.00253288,14326.1,3852.97,0.725686
8.45,25.4962,7.84649,0.00258011,14326.2,3847.16,0.268983
8.46,25.4962,7.8366,0.00255293,14326.2,3841.71,0.678956
8.47,25.4962,7.82656,0.002448,14326.7,3836.1,0.707587
8.48,25.4962,7.81655,0.00257524,14326.2,3830.45,0.589816
8.49,25.4962,7.80651,0.002525,14325.8,3824.68,0.604836
8.5,25.4962,7.79659,0.00245657,14326.6,3819.47,0.351426
8.51,25.4962,7.78648,0.00256407,14326.5,3813.77,0.378349
8.52,25.4962,7.77656,0.00259939,14326.3,3808.17,0.744225
8.53,25.4961,7.76655,0.00251296,14326.1,3802.68,0.509424
8.54,25.4962,7.75656,0.00258853,14326.4,3796.87,0.389217
8.55,25.4963,7.74657,0.00260567,14326.2,3791.35,0.740874
8.56,25.4962,7.73663,0.00262126,14326.1,3785.25,0.188654
8.57,25.4961,7.72657,0.00252947,14326.2,3779.93,0.78574
8.58,25.4962,7.71652,0.00252557,14326.1,3774.56,0.383901
8.59,25.4962,7.70652,0.002515,14326.3,3769.07,0.681162
8.6,25.4962,7.69656,0.00250684,14326.3,3763.05,0.712448
8.61,25.4962,7.68652,0.00256206,14326,3757.58,0.419859
8.62,25.4962,7.67652,0.00254042,14326.1,3751.73,0.626199
8.63,25.4963,7.66655,0.00258737,14326.3,3746.32,0.595827
8.64,25.4963,7.65655,0.00256323,14326.2,3740.66,0.482673
8.65,25.4963,7.64648,0.00257438,14325.9,3735.33,0.753135
8.66,25.4962,7.63656,0.0026217,14326.1,3729.26,0.410141
8.67,25.4962,7.62641,0.00255591,14326.2,3724.01,0.76355
8.68,25.4962,7.61651,0.00251965,14326.4,3718.21,0.577505
8.69,25.4962,7.60648,0.00262927,14326.2,3712.9,0.422552
8.7,25.4962,7.59646,0.00259437,14326.4,3707.11,0.408302
8.71,25.4962,7.58648,0.0025069,14326.1,3701.18,0.661933
8.72,25.4963,7.57656,0.00251442,14326.2,3696.01,0.593029
8.73,25.4962,7.56647,0.00259264,14326.2,3690.08,0.411865
8.74,25.4961,7.55651,0.0025627,14326.1,3684.44,0.572139
8.75,25.4962,7.54648,0.00251342,14325.9,3678.89,0.351017
8.76,25.4962,7.53656,0.00258943,14326.4,3673.16,0.662671
8.77,25.4962,7.52644,0.00251271,14326,3667.44,0.829815
8.78,25.4962,7.51649,0.00245186,14326.1,3662.29,0.244742
8.79,25.4962,7.50644,0.00253124,14326.2,3656.38,0.463653
8.8,25.4962,7.4965,0.00255874,14326.1,3651.1,0.501575
8.81,25.4962,7.48652,0.00257659,14326.4,3645.34,0.387627
8.82,25.4961,7.47656,0.00258445,14326.1,3639.48,0.442081
8.83,25.4962,7.46656,0.00250062,14326.4,3633.88,0.481638
8.84,25.4962,7.45647,0.00254507,14326,3628.63,0.399594
8.85,25.4963,7.44649,0.00256635,14325.9,3622.55,0.590839
8.86,25.4962,7.43652,0.00248082,14326,3617,0.462871
8.87,25.4962,7.42648,0.00251913,14326.2,3611.41,0.58384
8.88,25.4961,7.41648,0.00248712,14326,3605.68,0.648217
8.89,25.4961,7.40645,0.00256862,14326.1,3599.94,0.398618
8.9,25.4961,7.39648,0.00250995,14326,3594.56,0.556731
8.91,25.4962,7.38653,0.0025087,14326.2,3589.1,0.567741
8.92,25.4961,7.37651,0.00251708,14326.1,3583.09,0.756603
8.93,25.4962,7.36647,0.00253761,14325.9,3577.74,0.436119
8.94,25.4962,7.35655,0.00258839,14326.1,3572.12,0.395096
8.95,25.4962,7.34641,0.00255891,14326.5,3566.55,0.752376
8.96,25.4962,7.33652,0.0025918,14325.9,3561.12,0.509909
8.97,25.4961,7.32648,0.00251421,14326.2,3555.28,0.572178
8.98,25.4962,7.31652,0.0025521,14326.3,3549.61,0.391806
8.99,25.4961,7.30647,0.00260655,14326.1,3543.97,0.482945
9,25.4962,7.29655,0.00250519,14326,3538.44,0.320029
9.01,25.4962,7.28648,0.00248954,14326.3,3532.73,0.453567
9.02,25.4961,7.27655,0.00256108,14326.1,3527.14,0.636738
9.03,25.4962,7.26646,0.00256778,14326.2,3521.3,0.357165
9.04,25.4962,7.2565,0.00256285,14326.2,3515.79,0.308412
9.05,25.4961,7.24641,0.00255074,14326.1,3510.17,0.504711
9.06,25.4961,7.2365,0.00257872,14326.3,3504.86,0.62114
9.07,25.4962,7.22656,0.00263173,14326,3499.13,0.638946
9.08,25.4961,7.21651,0.0025572,14326.2,3493.47,0.222239
9.09,25.4962,7.20658,0.00253353,14326.3,3487.95,0.429193
9.1,25.4962,7.19647,0.00246046,14325.9,3482.33,0.566349
9.11,25.4962,7.18644,0.0025734,14326.2,3476.61,0.491848
9.12,25.4962,7.1765,0.0025381,14326.2,3470.77,0.302755
9.13,25.4961,7.1665,0.00251271,14326.5,3465.44,0.902093
9.14,25.4962,7.15644,0.00257232,14326.4,3459.63,0.470247
9.15,25.4961,7.14653,0.00245687,14326.1,3454.31,0.295771
9.16,25.4962,7.13645,0.00258993,14326,3448.67,0.553524
9.17,25.4962,7.12651,0.0025376,14326,3442.8,0.487688
9.18,25.4962,7.11646,0.00260549,14326.2,3437.2,0.339319
9.19,25.4961,7.10643,0.00256519,14326.3,3431.73,0.575013
9.2,25.4962,7.09642,0.00262469,14326.2,3426.38,0.47524
9.21,25.4961,7.0865,0.00257262,14326.1,3420.14,0.631222
9.22,25.4961,7.07646,0.00254614,14326.1,3414.73,0.6729
9.23,25.4962,7.06654,0.00259742,14326.1,3409.09,0.551997
9.24,25.4961,7.05654,0.00243993,14326.1,3403.53,0.650537
9.25,25.4961,7.04644,0.00259003,14326.2,3397.95,0.447466
9.26,25.4961,7.03646,0.0025943,14326,3392.49,0.299436
9.27,25.4961,7.02645,0.00251876,14325.8,3386.47,0.564997
9.28,25.4962,7.01658,0.00254177,14326.2,3380.97,0.439164
9.29,25.4961,7.00642,0.00259602,14326.1,3375.43,0.711754
9.3,25.4961,6.99645,0.00252762,14326.3,3370.08,0.501271
9.31,25.4961,6.98644,0.00253498,14326.2,3364.18,0.337514
9.32,25.4962,6.97644,0.00260531,14325.9,3358.71,0.449173
9.33,25.4961,6.96645,0.00260606,14326,3352.83,0.565292
9.34,25.4961,6.95645,0.00249025,14326,3347.24,0.54702
9.35,25.4963,6.94651,0.00242932,14326.2,3341.95,0.447924
9.36,25.4962,6.93643,0.00260314,14326.1,3336.17,0.61408
9.37,25.4962,6.92641,0.00258257,14326.2,3330.45,0.845642
9.38,25.4962,6.91648,0.00248657,14326,3324.93,0.580697
9.39,25.4962,6.90641,0.00256814,14326.1,3319.06,0.530582
9.4,25.4962,6.89636,0.00257865,14326.1,3313.54,0.484267
9.41,25.4961,6.88643,0.00258861,14326.3,3308.04,0.245311
9.42,25.4961,6.87649,0.00264149,14326.1,3302.18,0.556131
9.43,25.4962,6.86651,0.00255167,14326,3296.56,0.393176
9.44,25.4961,6.85642,0.00256823,14326.4,3291.1,0.23271
9.45,25.4961,6.84649,0.00245302,14326.5,3285.59,0.742772
9.46,25.4961,6.83637,0.00263905,14326.1,3279.91,0.536355
9.47,25.496,6.82639,0.00263724,14326.1,3274.78,0.253095
9.48,25.4962,6.81647,0.00257919,14326.2,3268.66,0.0249377
9.49,25.4961,6.80642,0.00256026,14325.9,3263.06,0.652235
9.5,25.4961,6.79647,0.00257579,14326.2,3257.58,1.10433
9.51,25.4962,6.78645,0.00258291,14326.2,3251.67,0.502625
9.52,25.4961,6.77645,0.00256072,14326.1,3246.16,0.485995
9.53,25.4961,6.76645,0.00247019,14326,3240.56,0.32648
9.54,25.4961,6.75646,0.00262214,14325.8,3234.86,0.470873
9.55,25.4961,6.74647,0.00256201,14326,3229.16,0.402807
9.56,25.4961,6.73644,0.00265418,14326.2,3223.75,0.141094
9.57,25.4961,6.7264,0.00252036,14325.8,3218.35,0.378524
9.58,25.4961,6.71634,0.00261215,14326,3212.52,0.387668
9.59,25.4961,6.70633,0.00258097,14326.1,3206.75,0.633916
9.6,25.4961,6.69645,0.00250218,14326,3201.61,0.597244
9.61,25.4961,6.68641,0.00249374,14326.1,3195.43,0.568739
9.62,25.4961,6.67635,0.00260966,14326,3189.93,0.476844
9.63,25.4961,6.66645,0.00253469,14326.4,3184.15,0.501005
9.64,25.4961,6.65641,0.00254764,14326.1,3178.57,0.535105
9.65,25.496,6.64643,0.00259387,14326,3172.75,0.375848
9.66,25.4961,6.63638,0.00250205,14326.4,3167.25,0.463579
9.67,25.4961,6.6264,0.00262038,14325.8,3161.9,0.729105
9.68,25.496,6.61654,0.00256013,14326,3156.39,0.321445
9.69,25.496,6.60644,0.00250512,14326.1,3150.72,0.52798
9.7,25.496,6.59651,0.00252438,14326.1,3144.86,0.483377
9.71,25.4961,6.5864,0.00251171,14326,3139.33,0.523694
9.72,25.4961,6.57645,0.00265405,14326.4,3133.72,0.780595
9.73,25.496,6.56647,0.00260633,14325.6,3127.95,0.397615
9.74,25.4961,6.55631,0.00263613,14326.2,3122.49,0.513115
9.75,25.4962,6.5464,0.00253824,14326.3,3116.78,0.570094
9.76,25.496,6.53637,0.00257468,14326.3,3111.38,0.568289
9.77,25.4961,6.5265,0.0024992,14326.1,3105.5,0.333355
9.78,25.4961,6.51648,0.00261526,14325.7,3099.8,0.598922
9.79,25.4961,6.50635,0.00253234,14326.2,3094.16,0.633581
9.8,25.496,6.49647,0.00255365,14326.2,3088.86,0.701472
9.81,25.4961,6.48646,0.00248581,14326,3083.03,0.562403
9.82,25.4961,6.4765,0.00254343,14326.3,3077.52,0.62854
9.83,25.4961,6.46646,0.00251122,14326.1,3071.75,0.469323
9.84,25.4961,6.45638,0.00252289,14326.4,3066.62,0.286947
9.85,25.4961,6.44638,0.00253952,14326.1,3060.8,0.327035
9.86,25.4962,6.43642,0.00253064,14326.3,3055.19,0.387927
9.87,25.496,6.42637,0.00256301,14326.3,3049.69,0.510047
9.88,25.4961,6.41645,0.00259965,14326.2,3043.9,0.52024
9.89,25.4961,6.40649,0.00258364,14326.3,3038.15,0.512123
9.9,25.4961,6.39646,0.00256371,14326,3032.52,0.685687
9.91,25.496,6.38639,0.0025782,14326.4,3027.02,0.479814
9.92,25.4961,6.37636,0.00260733,14326.1,3021.2,0.504024
9.93,25.4961,6.36631,0.00250465,14326.1,3015.89,0.417235
9.94,25.4961,6.3563,0.00250885,14326,3010.33,0.734662
9.95,25.4961,6.3464,0.00253964,14326.5,3004.58,0.726331
9.96,25.4961,6.33641,0.00255712,14326,2998.77,0.35495
9.97,25.4962,6.3262,0.00263521,14326,2993.11,0.552061
9.98,25.4961,6.31646,0.00251501,14326.1,2987.79,0.530426
9.99,25.496,6.30645,0.00253687,14326.4,2982.22,0.497435
10,25.4961,6.29645,0.00251564,14325.8,2976.62,0.520207
